Score,QuestionId,AcceptedAnswerId,CreationDate
7,51020,51103,2010-05-24T19:21:18.797
7,51085,64755,2010-05-25T09:36:40.887
7,51262,51344,2010-05-26T14:51:11.940
7,52552,52554,2010-06-04T18:19:57.177
7,52816,52838,2010-06-07T14:05:09.603
7,53094,53328,2010-06-09T17:26:16.830
7,53497,68095,2010-06-13T14:37:24.407
7,53593,53626,2010-06-14T20:16:18.397
7,53637,53640,2010-06-15T01:24:04.740
7,53880,53891,2010-06-16T16:25:31.743
7,53972,53973,2010-06-17T09:20:42.453
7,54186,54200,2010-06-18T16:13:41.357
7,54236,54260,2010-06-18T22:38:19.483
7,54771,54852,2010-06-23T23:45:22.360
7,54917,54919,2010-06-24T19:40:33.883
7,55069,56102,2010-06-25T21:44:09.457
7,55529,55542,2010-07-01T00:50:40.167
7,55551,56665,2010-07-01T06:56:08.720
7,55841,59458,2010-07-04T01:00:05.020
7,55892,60675,2010-07-05T00:59:02.627
7,56066,56126,2010-07-07T00:18:33.857
7,56174,56184,2010-07-07T19:28:21.733
7,56771,56794,2010-07-12T15:57:08.273
7,56930,56990,2010-07-13T18:29:04.240
7,57140,58204,2010-07-14T22:22:21.053
7,57286,57287,2010-07-15T17:35:58.487
7,57315,65202,2010-07-15T19:12:55.273
7,57651,69071,2010-07-19T12:58:07.663
7,57764,62484,2010-07-20T14:45:15.357
7,58167,58172,2010-07-23T01:58:28.807
7,58340,58343,2010-07-24T09:46:56.647
7,58865,58933,2010-07-29T03:26:07.707
7,58924,58926,2010-07-29T12:37:21.527
7,59826,59830,2010-08-05T19:37:10.230
7,60660,62454,2010-08-12T11:44:22.217
7,60907,60959,2010-08-13T16:12:04.810
7,60923,62673,2010-08-13T17:23:10.813
7,61091,61173,2010-08-15T15:17:49.230
7,61817,61818,2010-08-21T19:40:00.310
7,61875,61919,2010-08-22T14:48:28.660
7,61885,61904,2010-08-22T17:53:22.737
7,62208,62218,2010-08-25T08:02:13.330
7,62219,62805,2010-08-25T09:28:26.477
7,62420,62424,2010-08-26T15:33:14.463
7,62583,62597,2010-08-27T22:38:37.380
7,63104,63108,2010-09-01T16:36:40.837
7,63523,63747,2010-09-05T13:49:13.177
7,63589,63590,2010-09-06T01:35:23.503
7,63679,63682,2010-09-07T07:31:30.000
7,63915,63918,2010-09-08T20:24:32.650
7,64140,64145,2010-09-10T18:41:39.433
7,64672,65949,2010-09-16T00:15:55.560
7,65178,65248,2010-09-21T13:10:52.317
7,65603,65628,2010-09-24T20:53:43.090
7,65644,65650,2010-09-25T06:23:04.677
7,65657,65686,2010-09-25T10:12:12.350
7,66286,66302,2010-10-01T08:29:24.617
7,66451,66506,2010-10-02T19:31:50.570
7,66888,66898,2010-10-07T15:37:02.407
7,67023,67080,2010-10-08T15:21:45.643
7,67160,67235,2010-10-09T21:52:26.273
7,67333,67830,2010-10-12T02:09:34.263
7,67398,68084,2010-10-12T15:51:03.523
7,68019,68021,2010-10-19T07:49:40.903
7,68257,68261,2010-10-21T20:46:10.680
7,68494,68496,2010-10-25T08:06:16.557
6,172,178,2009-06-28T13:59:00.873
6,176,181,2009-06-28T14:09:57.303
6,450,454,2009-06-29T04:30:52.650
6,456,36044,2009-06-29T05:19:18.867
6,468,51370,2009-06-29T07:24:40.327
6,995,3500,2009-06-30T09:45:26.377
6,1343,2293,2009-06-30T23:50:41.993
6,1508,1516,2009-07-01T15:28:56.777
6,1587,1599,2009-07-01T19:41:05.627
6,1901,1924,2009-07-02T16:36:16.513
6,1967,2056,2009-07-02T20:44:30.210
6,2085,2087,2009-07-03T07:11:46.563
6,2133,2191,2009-07-03T13:10:05.427
6,2181,2679,2009-07-03T14:32:56.663
6,2747,2750,2009-07-06T13:19:30.120
6,2781,2787,2009-07-06T14:44:24.827
6,3068,3082,2009-07-07T08:55:00.383
6,3502,3546,2009-07-08T09:34:03.363
6,3997,59259,2009-07-09T17:26:15.147
6,4397,4409,2009-07-10T22:19:31.717
6,4481,4483,2009-07-11T14:49:43.703
6,4807,7365,2009-07-13T17:49:00.610
6,4823,4827,2009-07-13T18:15:51.153
6,4907,4920,2009-07-13T20:45:20.687
6,5053,5061,2009-07-14T09:22:09.160
6,5961,5962,2009-07-16T01:57:39.857
6,6048,6053,2009-07-16T10:16:49.483
6,6428,10031,2009-07-17T03:01:43.780
6,6521,6524,2009-07-17T12:52:11.353
6,7136,7331,2009-07-19T19:38:15.330
6,7440,7446,2009-07-20T17:17:06.230
6,8272,8275,2009-07-22T22:01:11.207
6,8369,8384,2009-07-23T08:51:03.023
6,8457,8458,2009-07-23T12:12:42.007
6,8478,8485,2009-07-23T13:12:14.830
6,8672,8871,2009-07-23T22:52:14.187
6,8701,8757,2009-07-23T23:59:44.973
6,9090,9092,2009-07-24T15:58:35.487
6,10248,49364,2009-07-28T06:36:31.580
6,10714,10721,2009-07-29T14:59:59.060
6,10781,10849,2009-07-29T18:57:58.630
6,10883,10884,2009-07-29T22:00:30.767
6,11017,11022,2009-07-30T14:40:06.070
6,12008,12013,2009-08-03T23:11:03.810
6,12041,12059,2009-08-04T04:33:16.743
6,12681,12685,2009-08-05T17:52:01.403
6,12936,12937,2009-08-06T18:57:37.167
6,13001,13003,2009-08-07T00:48:01.140
6,13103,13254,2009-08-07T14:31:10.717
6,13295,13296,2009-08-09T10:46:25.713
6,13587,13598,2009-08-10T23:33:09.987
6,13738,13740,2009-08-11T14:45:30.973
6,13939,14123,2009-08-12T13:24:49.750
6,14442,14444,2009-08-14T10:19:18.960
6,15061,15062,2009-08-18T02:26:13.330
6,15353,15629,2009-08-19T03:44:46.933
6,15942,15948,2009-08-20T22:55:55.367
6,16869,16872,2009-08-24T13:48:29.780
6,17310,17311,2009-08-25T15:00:36.183
6,17753,17757,2009-08-26T16:48:30.307
6,18039,43620,2009-08-27T07:25:33.970
6,18308,18310,2009-08-27T21:10:26.437
6,18635,18636,2009-08-28T22:09:03.040
6,19624,19799,2009-09-02T11:32:17.467
6,19805,19806,2009-09-02T22:14:29.943
6,19848,19866,2009-09-03T06:56:49.467
6,21175,21226,2009-09-10T14:40:04.313
6,21590,21595,2009-09-13T14:44:18.720
6,21628,21679,2009-09-13T22:45:15.347
6,21885,21904,2009-09-15T09:57:02.370
6,22140,22142,2009-09-16T11:11:44.293
6,22157,22314,2009-09-16T13:57:18.220
6,22192,22193,2009-05-13T00:58:57.740
6,22263,22264,2009-09-16T18:05:06.050
6,22275,22282,2009-09-16T19:18:24.480
6,22422,22437,2009-09-17T14:47:05.977
6,22503,22540,2009-09-18T03:55:15.910
6,22567,22574,2009-09-18T14:19:32.710
6,22874,22875,2009-09-21T16:20:27.510
6,22882,22894,2009-09-21T18:25:30.790
6,23049,23051,2009-09-22T18:06:42.787
6,23851,23856,2009-09-29T16:26:26.723
6,24123,24184,2009-10-01T08:03:28.407
6,24694,24696,2009-10-06T07:09:12.050
6,24845,24846,2009-10-07T10:05:46.383
6,25224,25225,2009-10-09T02:27:22.243
6,25805,25812,2009-10-14T11:22:03.833
6,25831,33941,2009-10-14T14:02:57.460
6,26056,26064,2009-10-15T19:15:26.793
6,26365,26366,2009-10-18T12:30:52.427
6,26501,26504,2009-10-19T20:58:25.150
6,26660,26665,2009-10-20T20:50:43.903
6,27735,27739,2009-10-29T16:17:47.157
6,28070,28086,2009-11-01T21:17:57.913
6,28703,28706,2009-11-05T15:23:30.080
6,28730,28770,2009-11-05T18:33:14.040
6,28938,28948,2009-11-07T04:54:17.073
6,29104,29121,2009-11-09T16:21:27.287
6,29449,29453,2009-11-12T14:18:33.897
6,29665,29714,2009-11-13T19:57:46.743
6,29723,29726,2009-11-14T01:40:52.377
6,29880,29916,2009-11-16T01:44:35.637
6,30004,30058,2009-11-16T23:31:23.297
6,30166,30169,2009-11-18T06:41:09.737
6,30726,59423,2009-11-23T22:44:17.410
6,31582,31652,2009-12-02T16:25:47.960
6,31638,31641,2009-12-03T00:35:08.700
6,32198,32230,2009-12-07T21:13:32.297
6,32626,32670,2009-12-10T22:36:47.447
6,32820,32823,2009-12-13T12:53:58.053
6,32977,32986,2009-12-15T05:04:06.350
6,33189,33190,2009-12-16T23:23:12.000
6,33578,33589,2009-12-21T18:52:40.687
6,33880,37155,2009-12-25T22:47:14.377
6,34123,34186,2009-12-30T13:34:47.077
6,34261,34264,2009-12-31T20:47:15.137
6,34364,34365,2010-01-02T21:49:07.700
6,34434,34435,2010-01-04T02:51:04.560
6,34564,34566,2010-01-05T15:14:08.987
6,34600,34844,2010-01-05T19:54:24.693
6,34733,34737,2010-01-06T22:52:30.717
6,34850,34935,2010-01-08T04:04:15.823
6,35520,35522,2010-01-13T22:05:36.570
6,35774,35784,2010-01-15T15:01:57.907
6,35960,35961,2010-01-16T18:48:33.027
6,35976,35977,2010-01-17T01:47:00.803
6,36786,36787,2010-01-23T22:04:45.697
6,36970,38673,2010-01-25T21:43:59.943
6,37145,37161,2010-01-27T11:30:49.110
6,37194,37196,2010-01-27T18:20:34.113
6,37228,37401,2010-01-27T22:39:41.790
6,37932,37984,2010-02-02T14:38:07.827
6,38722,38724,2010-02-08T16:45:35.973
6,38856,38858,2010-02-09T20:27:51.490
6,39059,48706,2010-02-11T11:39:27.767
6,40110,40114,2010-02-21T01:31:11.497
6,40200,40202,2010-02-22T12:56:29.783
6,40455,40457,2010-02-24T16:27:47.770
6,40660,40662,2010-02-26T19:43:55.973
6,40726,40731,2010-02-28T05:00:27.530
6,40805,40806,2010-03-01T14:53:53.840
6,40821,62812,2010-03-01T18:22:21.660
6,41059,41061,2010-03-03T21:44:34.163
6,41347,41350,2010-03-05T21:26:03.253
6,42018,42021,2010-03-12T09:20:13.947
6,42149,42151,2010-03-13T17:21:05.117
6,42258,42262,2010-03-15T04:31:11.910
6,42896,42900,2010-03-19T18:31:43.233
6,43239,43294,2010-03-21T22:46:17.257
6,44021,44050,2010-03-25T17:15:19.693
6,44161,64929,2010-03-26T15:37:18.800
6,44983,44984,2010-04-01T10:34:10.843
6,45592,45702,2010-04-05T21:52:27.310
6,45669,45677,2010-04-06T15:44:37.020
6,45708,45709,2010-04-06T19:41:43.217
6,46294,49864,2010-04-11T16:40:17.253
6,46351,46352,2010-04-12T14:01:52.143
6,46453,46454,2010-04-13T13:11:02.810
6,46706,46708,2010-04-15T06:19:52.730
6,46734,47042,2010-04-15T14:56:41.923
6,46764,46769,2010-04-15T19:25:26.673
6,46840,46842,2010-04-16T08:38:14.763
6,47474,47522,2010-04-22T14:17:35.787
6,47477,47498,2010-04-22T14:32:08.637
6,47531,47533,2010-04-22T20:52:16.603
6,47741,47903,2010-04-24T15:05:50.860
6,47822,47823,2010-04-25T14:14:53.370
6,47913,47914,2010-04-26T19:30:24.557
6,48516,48517,2010-05-01T18:39:52.010
6,48525,48531,2010-05-01T20:47:28.583
6,49000,49002,2010-05-06T16:13:37.240
6,49001,49004,2010-05-06T16:21:45.987
6,49009,49087,2010-05-06T16:52:43.623
6,49145,49293,2010-05-07T15:31:05.860
6,49421,49423,2010-05-10T12:58:26.817
6,49520,49521,2010-05-11T04:49:16.640
6,49535,49536,2010-05-11T08:23:11.470
6,49610,49614,2010-05-11T22:53:28.443
6,49865,49866,2010-05-14T09:09:59.823
6,49937,50217,2010-05-15T00:05:15.573
6,50192,50193,2010-05-17T16:04:57.517
6,50218,50223,2010-05-17T19:32:46.540
6,50432,50433,2010-05-19T04:37:48.393
6,50847,50950,2010-05-22T14:31:54.703
6,51998,52006,2010-06-01T19:28:27.887
6,52308,52310,2010-06-03T08:43:03.123
6,52425,52448,2010-06-03T20:16:29.923
6,52475,52476,2010-06-04T09:10:20.120
6,52735,63597,2010-06-06T20:40:31.910
6,52745,53130,2010-06-06T22:58:32.617
6,52785,52798,2010-06-07T09:24:57.587
6,52869,52970,2010-06-07T23:59:45.047
6,52898,53086,2010-06-08T09:12:50.160
6,53096,53109,2010-06-09T17:59:01.213
6,53164,53168,2010-06-10T11:34:34.413
6,53243,53271,2010-06-10T21:12:35.107
6,53363,53369,2010-06-11T18:39:12.040
6,53815,54480,2010-06-16T06:08:43.967
6,54078,54101,2010-06-17T23:15:47.623
6,54311,54312,2010-06-19T11:15:33.783
6,54375,54376,2010-06-20T10:55:13.827
6,54562,54563,2010-06-22T08:29:37.140
6,54627,54682,2010-06-22T17:18:00.503
6,54718,54945,2010-06-23T12:08:39.247
6,54897,55061,2010-06-24T18:26:42.913
6,54918,54926,2010-06-24T19:51:24.293
6,54937,54940,2010-06-24T21:54:50.727
6,54942,54946,2010-06-24T22:15:32.403
6,54984,54987,2010-06-25T10:02:21.197
6,55415,55416,2010-06-30T05:51:34.300
6,55632,56229,2010-07-01T18:04:18.903
6,55822,55844,2010-07-03T11:24:27.217
6,55894,56046,2010-07-05T02:32:30.873
6,56377,56405,2010-07-09T06:57:06.880
6,56427,56531,2010-07-09T13:33:36.493
6,56480,56482,2010-07-09T18:45:33.060
6,56782,56783,2010-07-12T17:42:59.013
6,57129,57135,2010-07-14T21:37:02.813
6,57155,57211,2010-07-14T23:44:20.517
6,57388,57486,2010-07-16T12:32:52.303
6,57531,57982,2010-07-17T15:21:08.830
6,57961,57966,2010-07-22T01:01:32.973
6,58168,58171,2010-07-23T02:15:15.090
6,58503,58590,2010-07-26T17:24:38.093
6,58545,58552,2010-07-27T04:59:55.037
6,59307,62826,2010-08-02T09:00:16.150
6,59308,59316,2010-08-02T09:03:26.670
6,59333,59334,2010-08-02T12:27:25.510
6,59369,59371,2010-08-02T16:42:57.330
6,59452,59472,2010-08-03T15:00:26.460
6,59748,59751,2010-08-05T10:44:22.873
6,60648,61164,2010-08-12T09:03:04.047
6,60877,60900,2010-08-13T13:12:51.387
6,61516,61520,2010-08-18T16:35:10.230
6,61838,61856,2010-08-22T03:14:24.317
6,61841,61842,2010-08-22T04:11:07.847
6,62050,62057,2010-08-24T07:45:25.323
6,62094,62095,2010-08-24T14:07:43.687
6,62106,62108,2010-08-24T15:53:27.823
6,62148,62150,2010-08-24T21:02:47.950
6,62326,62332,2010-08-26T00:51:47.090
6,62334,62342,2010-08-26T02:32:54.823
6,62480,62601,2010-08-27T04:10:25.620
6,62501,62503,2010-08-27T07:37:36.910
6,62694,63127,2010-08-29T12:11:28.997
6,63196,63229,2010-09-02T13:08:01.463
6,63407,63415,2010-09-03T20:36:33.297
6,63427,63434,2010-09-04T02:36:55.197
6,63428,63431,2010-09-04T02:50:32.507
6,63485,63502,2010-09-04T22:54:42.770
6,63680,63817,2010-09-07T07:34:56.753
6,64245,64257,2010-09-11T18:44:02.553
6,64433,64556,2010-09-14T09:36:58.960
6,64439,64542,2010-09-14T10:49:21.723
6,64648,64679,2010-09-15T19:44:35.160
6,64649,64666,2010-09-15T20:16:41.037
6,65104,65106,2010-09-20T19:47:55.380
6,65514,65534,2010-09-24T09:24:40.027
6,65695,65822,2010-09-26T00:52:31.887
6,65859,66122,2010-09-27T22:32:52.540
6,65901,65907,2010-09-28T11:44:04.390
6,65917,66039,2010-09-28T13:04:23.377
6,66040,66046,2010-09-29T14:43:40.007
6,66108,66210,2010-09-30T02:03:20.630
6,66444,66445,2010-10-02T16:43:07.477
6,66482,66485,2010-10-03T02:46:46.203
6,66887,66899,2010-10-07T15:08:09.603
6,66972,66989,2010-10-08T04:41:33.643
6,67770,67772,2010-10-15T15:24:18.043
6,68262,68297,2010-10-21T22:58:58.627
6,68410,68422,2010-10-23T23:09:05.937
6,68416,68470,2010-10-24T01:17:01.037
6,68601,68603,2010-10-26T07:32:45.293
6,68627,69227,2010-10-26T13:02:47.450
5,152,162,2009-06-28T13:36:07.837
5,684,696,2009-06-29T15:31:34.153
5,912,965,2009-06-30T00:49:59.490
5,944,952,2009-06-30T02:39:04.280
5,960,961,2009-06-30T04:24:35.743
5,1163,1166,2009-06-30T15:04:56.283
5,1251,1269,2009-06-30T18:00:49.947
5,1301,1303,2009-06-30T20:14:02.793
5,1330,23566,2009-06-30T22:56:12.157
5,1555,1558,2009-07-01T17:55:15.617
5,1725,1745,2009-07-02T07:42:57.123
5,1790,1794,2009-07-02T13:03:06.213
5,1895,1928,2009-07-02T16:18:52.220
5,2327,2330,2009-07-04T03:01:20.140
5,2469,2473,2009-07-04T21:12:07.740
5,2498,2507,2009-07-05T06:17:13.313
5,2585,2618,2009-07-05T19:32:27.427
5,2621,2625,2009-07-06T02:30:56.573
5,2817,2838,2009-07-06T15:26:39.833
5,2832,2841,2009-07-06T15:54:52.077
5,2908,3010,2009-07-06T19:01:23.663
5,2941,2968,2009-07-06T21:12:04.260
5,3005,8057,2009-07-06T23:50:52.430
5,3024,3026,2009-07-07T02:07:13.543
5,3299,3301,2009-07-07T17:55:18.977
5,3400,3401,2009-07-07T21:55:04.167
5,3458,3495,2009-07-08T03:24:14.587
5,3630,4227,2009-07-08T16:55:14.633
5,4146,4147,2009-07-10T01:39:44.313
5,4336,7150,2009-07-10T18:33:25.110
5,4380,4385,2009-07-10T21:05:52.043
5,4551,4552,2009-07-12T08:46:04.727
5,4898,4899,2009-07-13T20:09:43.723
5,5241,5247,2009-07-14T14:46:53.737
5,5440,5453,2009-07-15T03:35:20.493
5,5448,5449,2009-07-15T04:01:10.137
5,5461,6418,2009-07-15T05:32:27.567
5,5628,5646,2009-07-15T13:33:41.060
5,5752,5754,2009-07-15T16:41:24.763
5,5808,5819,2009-07-15T18:50:36.330
5,6078,7182,2009-07-16T11:30:20.943
5,6211,6225,2009-07-16T18:07:53.237
5,6220,6222,2009-07-16T18:17:00.437
5,6439,6440,2009-07-17T04:03:01.883
5,6470,6473,2009-07-17T07:44:25.933
5,6602,6784,2009-07-17T16:01:09.450
5,6786,6632,2009-07-18T01:01:49.280
5,7407,7414,2009-07-20T15:35:42.607
5,7441,7473,2009-07-20T17:17:54.320
5,7699,7702,2009-07-21T08:21:56.387
5,8058,8059,2009-07-22T09:35:12.297
5,8616,8622,2009-07-23T19:52:51.763
5,9397,9399,2009-07-24T19:22:35.507
5,9480,9620,2009-07-25T05:18:55.567
5,10053,10065,2009-07-27T13:00:41.087
5,10107,10119,2009-07-27T16:39:34.297
5,10188,10193,2009-07-27T21:07:43.960
5,10200,10214,2009-07-27T22:20:18.860
5,10390,10394,2009-07-28T13:34:37.930
5,10497,10498,2009-06-08T16:47:11.477
5,10551,66994,2009-07-28T21:44:23.697
5,10737,10744,2009-07-29T16:01:16.043
5,10754,10756,2009-07-29T17:14:34.043
5,10888,10898,2009-07-29T22:26:38.410
5,11253,11255,2009-07-30T19:57:08.197
5,11319,11322,2009-07-31T01:02:36.100
5,11430,11445,2009-07-31T16:31:26.867
5,11520,11524,2009-07-31T20:54:45.510
5,11678,11680,2009-08-01T21:14:06.847
5,11852,11894,2009-08-03T05:17:10.490
5,11881,21291,2009-08-03T11:06:35.017
5,11941,11988,2009-08-03T18:40:02.027
5,12024,25651,2009-08-04T00:19:57.550
5,12092,12096,2009-08-04T13:56:39.650
5,12335,12559,2009-08-05T01:59:14.553
5,12694,33900,2009-08-05T18:41:05.127
5,12850,15164,2009-08-06T16:13:10.323
5,12972,13029,2009-08-06T22:02:05.283
5,13128,13132,2009-08-07T17:02:05.500
5,13336,13338,2009-08-09T23:54:11.470
5,13485,13487,2009-08-10T16:00:39.713
5,13541,13544,2009-08-10T21:07:07.893
5,13607,13669,2009-08-11T01:37:33.633
5,13873,13877,2009-08-12T01:18:15.850
5,14306,14311,2009-08-13T17:39:56.140
5,14514,14517,2009-08-14T16:04:24.270
5,14591,14593,2009-08-14T22:15:05.390
5,14633,14635,2009-08-15T07:24:36.520
5,14699,14734,2009-08-15T16:05:58.410
5,15141,15147,2009-08-18T12:10:13.017
5,15171,15173,2009-08-18T14:41:21.427
5,15616,15623,2009-08-20T06:55:40.373
5,15687,15690,2009-08-20T15:38:52.473
5,16750,16800,2009-08-24T01:44:08.890
5,16832,16842,2009-08-24T09:45:08.997
5,17080,28515,2009-08-24T21:15:51.683
5,17509,17510,2009-08-25T19:46:21.320
5,17530,17544,2009-08-25T21:27:33.487
5,17541,18347,2009-08-25T22:35:59.807
5,17645,17999,2009-08-26T12:05:12.237
5,18014,22368,2009-08-27T05:44:34.923
5,18043,18096,2009-08-27T08:42:13.160
5,18285,18344,2009-08-27T19:12:01.993
5,18370,18371,2009-08-28T02:01:37.003
5,18465,18468,2009-08-28T13:15:39.217
5,18753,18762,2009-08-29T16:20:51.710
5,18864,18865,2009-02-16T04:20:23.147
5,18941,18943,2009-08-30T13:53:24.600
5,19381,19384,2009-09-01T18:33:48.260
5,19393,19403,2009-09-01T18:59:44.713
5,19477,19490,2009-09-01T19:41:45.693
5,19580,19583,2009-09-02T07:28:02.267
5,19707,19710,2009-09-02T16:44:00.223
5,19881,19933,2009-09-03T10:29:04.487
5,20120,20149,2009-09-04T01:43:39.493
5,20159,20160,2009-09-04T12:21:31.253
5,20377,20382,2009-09-04T21:58:35.400
5,20896,20900,2009-09-08T18:48:29.093
5,21314,21315,2009-09-11T08:26:33.517
5,21657,21658,2009-09-14T05:46:32.683
5,21823,21832,2009-09-14T21:02:23.120
5,21942,21947,2009-06-13T00:56:42.977
5,22250,22253,2009-01-14T18:47:44.863
5,22516,22758,2009-09-18T06:04:00.820
5,22734,22741,2009-09-19T23:28:08.050
5,22934,22935,2009-09-21T22:21:48.767
5,23056,23061,2009-09-22T18:28:57.027
5,23147,23149,2009-09-23T10:00:45.983
5,23171,23174,2009-09-23T15:03:40.517
5,23334,23335,2009-09-24T16:13:53.880
5,23531,23539,2009-09-25T20:50:15.013
5,23628,23629,2009-09-27T06:22:45.787
5,23756,23791,2009-09-28T19:11:53.080
5,23877,23879,2009-09-29T18:19:52.313
5,24313,34109,2009-10-02T09:25:24.527
5,24608,24609,2009-10-05T11:51:47.467
5,24616,28511,2009-10-05T12:36:32.487
5,24703,24706,2009-10-06T10:19:57.187
5,25076,26972,2009-10-08T08:51:51.277
5,25101,25214,2009-10-08T12:55:50.493
5,25111,25116,2009-10-08T13:35:12.327
5,25154,25188,2009-10-08T17:04:12.757
5,25230,25248,2009-10-09T03:04:12.817
5,25378,25380,2009-10-10T02:38:41.257
5,25487,25566,2009-10-11T08:40:23.487
5,25579,29553,2009-10-12T13:00:29.230
5,25676,25677,2009-10-13T13:24:16.283
5,25737,25754,2009-10-13T21:39:47.860
5,25822,25824,2009-10-14T13:13:44.117
5,26287,26290,2009-10-17T04:41:04.210
5,26661,26666,2009-10-20T20:54:08.903
5,26715,27578,2009-10-21T06:00:30.823
5,26732,26733,2009-10-21T10:56:43.700
5,26799,26834,2009-10-21T16:08:19.010
5,26820,27233,2009-10-21T17:43:21.300
5,26913,26914,2009-10-22T09:28:51.033
5,27343,28057,2009-10-26T19:21:25.113
5,27527,27529,2009-10-28T07:35:03.940
5,27558,27596,2009-10-28T14:09:16.303
5,27559,27629,2009-10-28T14:10:20.940
5,27608,27611,2009-10-28T18:13:04.933
5,27808,27815,2009-10-29T21:04:35.907
5,27836,27837,2009-10-30T01:39:14.273
5,28217,28230,2009-11-02T20:22:24.330
5,28648,28655,2009-11-05T03:23:29.563
5,28748,29015,2009-11-05T20:42:03.387
5,28967,37337,2009-11-07T17:34:51.260
5,29039,29043,2009-11-08T21:45:28.190
5,29420,29428,2009-11-12T11:26:55.573
5,29544,29562,2009-11-13T07:53:00.060
5,29565,29566,2009-11-13T09:51:38.393
5,29600,29633,2009-11-13T15:50:22.423
5,30521,30530,2009-11-21T14:56:13.490
5,30542,30544,2009-11-21T20:57:20.503
5,30763,35894,2009-11-24T14:28:37.387
5,30951,30952,2009-11-25T21:26:14.787
5,31448,31478,2009-12-01T08:25:13.947
5,31548,31550,2009-12-02T08:03:49.110
5,31552,33651,2009-12-02T09:21:50.240
5,31585,31592,2009-12-02T16:44:13.390
5,31770,31772,2009-12-04T02:55:31.537
5,31781,32189,2009-12-04T05:30:04.030
5,31882,32655,2009-12-04T19:03:23.670
5,32601,32604,2009-12-10T18:07:22.583
5,32651,32654,2009-12-11T04:20:49.317
5,32664,32665,2009-12-11T06:14:44.773
5,33167,33168,2009-12-16T18:35:55.500
5,33218,33224,2009-12-17T11:15:15.087
5,33451,33456,2009-12-19T19:47:47.767
5,33645,33646,2009-12-22T18:23:48.743
5,33747,33749,2009-12-23T15:03:34.857
5,33767,33769,2009-12-23T20:31:34.040
5,34012,34016,2009-12-28T22:06:44.197
5,34295,34326,2010-01-01T19:57:31.400
5,34509,44228,2010-01-04T20:22:52.693
5,34512,34541,2010-01-04T21:29:52.277
5,34956,34958,2010-01-08T21:11:22.140
5,35074,35088,2010-01-10T17:42:14.340
5,35105,35228,2010-01-11T05:13:16.983
5,35179,35204,2010-01-11T18:41:26.330
5,35181,35182,2010-01-11T18:45:57.193
5,35223,35232,2010-01-12T03:38:49.137
5,35562,35707,2010-01-14T08:03:00.363
5,35671,35672,2010-01-14T22:28:54.367
5,35906,35947,2010-01-16T05:52:13.123
5,36733,36837,2010-01-23T13:46:47.347
5,36872,36875,2010-01-25T04:33:54.980
5,36906,36907,2010-01-25T13:07:07.453
5,37435,37436,2010-01-29T13:51:16.697
5,37652,37653,2010-01-31T07:11:44.977
5,37720,37724,2010-01-31T13:11:53.040
5,38008,38232,2010-02-02T21:11:24.817
5,38101,38195,2010-02-03T13:55:38.083
5,38103,38800,2010-02-03T14:23:02.607
5,38119,38143,2010-02-03T16:10:00.007
5,38242,38244,2010-02-04T10:02:33.720
5,38330,38339,2010-02-04T23:52:06.343
5,38529,38530,2010-02-06T10:19:27.217
5,38712,38713,2010-02-08T15:56:10.877
5,38819,38822,2010-02-09T14:20:45.003
5,38849,38850,2010-02-09T19:03:39.240
5,38875,38876,2010-02-10T02:21:16.010
5,38958,38975,2010-02-10T19:16:30.287
5,39012,39013,2010-02-11T02:25:09.383
5,39015,43079,2010-02-11T02:41:40.447
5,39689,39723,2010-02-17T15:13:54.353
5,39831,39834,2010-02-18T18:08:13.063
5,40368,40369,2010-02-23T19:49:16.767
5,40728,49542,2010-02-28T06:51:15.673
5,40811,40812,2010-03-01T15:37:29.567
5,40833,40835,2010-03-01T20:44:05.923
5,40897,40902,2010-03-02T15:43:07.263
5,40915,40916,2010-03-02T17:48:43.560
5,40927,41175,2010-03-02T19:49:04.083
5,41344,41353,2010-03-05T20:27:12.770
5,41442,41448,2010-03-07T04:01:38.293
5,41757,41758,2010-03-10T16:06:26.153
5,41852,41877,2010-03-11T12:30:20.913
5,42247,42261,2010-03-15T01:05:20.983
5,42462,42464,2010-03-16T20:11:15.847
5,42707,42708,2010-03-18T19:07:43.043
5,43140,43143,2010-03-21T05:43:42.723
5,43580,43583,2010-03-22T20:42:23.500
5,43646,43650,2010-03-23T04:46:51.937
5,43789,43790,2010-03-24T12:39:30.320
5,43942,44108,2010-03-25T11:31:31.850
5,44223,44224,2010-03-27T02:36:57.617
5,44249,44288,2010-03-27T09:01:05.260
5,45363,45364,2010-04-03T11:21:51.270
5,45377,45394,2010-04-03T14:06:40.203
5,45510,45511,2010-04-05T07:43:02.010
5,45714,45715,2010-04-06T20:41:37.473
5,46026,46028,2010-04-09T10:38:32.780
5,46043,46196,2010-04-09T13:13:40.253
5,46213,46218,2010-04-10T19:41:28.593
5,46315,46320,2010-04-11T21:34:24.353
5,46538,46566,2010-04-13T22:48:02.877
5,46621,46626,2010-04-14T12:10:26.587
5,46625,46647,2010-04-14T12:41:57.633
5,47096,47143,2010-04-18T14:50:30.913
5,47369,47370,2010-04-21T13:01:26.180
5,47443,47446,2010-04-22T07:38:02.570
5,47859,47888,2010-04-26T08:50:31.470
5,48429,48439,2010-04-30T17:58:21.080
5,48509,48518,2010-05-01T17:15:46.703
5,48594,48595,2010-05-03T06:56:57.727
5,48636,48655,2010-05-03T20:40:50.757
5,48830,48913,2010-05-05T11:55:23.490
